,Unnamed: 0,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,gender_map,race/ethinicity_map,parental_level_of_education_map,lunch_map,test_preparation_course_map,Result,math_performance,reading_performance,writing_performance,total,percentage,grades,Result_map,grades_map
675,675,female,group B,some college,standard,completed,50,64,66,1,1,6,1,1,Pass,1,1,1,180,60.0,second,1,2
676,676,female,group E,some college,standard,completed,73,78,76,1,5,6,1,1,Pass,1,1,1,227,75.66666666666667,first,1,3
677,677,female,group C,some high school,standard,completed,70,82,76,1,2,5,1,1,Pass,1,1,1,228,76.0,first,1,3
678,678,male,group D,associate's degree,free/reduced,none,81,75,78,0,4,3,2,0,Pass,1,1,1,234,78.0,first,1,3
679,679,male,group D,some college,free/reduced,none,63,61,60,0,4,6,2,0,Pass,1,1,1,184,61.33333333333333,first,1,3
680,680,female,group D,high school,standard,none,67,72,74,1,4,4,1,0,Pass,1,1,1,213,71.0,first,1,3
681,681,male,group B,high school,standard,none,60,68,60,0,1,4,1,0,Pass,1,1,1,188,62.66666666666667,first,1,3
682,682,male,group B,high school,standard,none,62,55,54,0,1,4,1,0,Pass,1,1,1,171,56.99999999999999,second,1,2
683,683,female,group C,some high school,free/reduced,completed,29,40,44,1,2,5,2,1,Fail,0,1,1,113,37.666666666666664,fail,0,0
684,684,male,group B,some college,standard,completed,62,66,68,0,1,6,1,1,Pass,1,1,1,196,65.33333333333333,first,1,3
685,685,female,group E,master's degree,standard,completed,94,99,100,1,5,2,1,1,Pass,1,1,1,293,97.66666666666667,Distinction,1,4
686,686,male,group E,some college,standard,completed,85,75,68,0,5,6,1,1,Pass,1,1,1,228,76.0,first,1,3
687,687,male,group D,associate's degree,free/reduced,none,77,78,73,0,4,3,2,0,Pass,1,1,1,228,76.0,first,1,3
688,688,male,group A,high school,free/reduced,none,53,58,44,0,3,4,2,0,Pass,1,1,1,155,51.66666666666667,second,1,2
689,689,male,group E,some college,free/reduced,none,93,90,83,0,5,6,2,0,Pass,1,1,1,266,88.66666666666667,Distinction,1,4
690,690,female,group C,associate's degree,standard,none,49,53,53,1,2,3,1,0,Pass,1,1,1,155,51.66666666666667,second,1,2
691,691,female,group E,associate's degree,free/reduced,none,73,76,78,1,5,3,2,0,Pass,1,1,1,227,75.66666666666667,first,1,3
692,692,female,group C,bachelor's degree,free/reduced,completed,66,74,81,1,2,1,2,1,Pass,1,1,1,221,73.66666666666667,first,1,3
693,693,female,group D,associate's degree,standard,none,77,77,73,1,4,3,1,0,Pass,1,1,1,227,75.66666666666667,first,1,3
694,694,female,group C,some high school,standard,none,49,63,56,1,2,5,1,0,Pass,1,1,1,168,56.00000000000001,second,1,2
695,695,female,group D,some college,free/reduced,none,79,89,86,1,4,6,2,0,Pass,1,1,1,254,84.66666666666667,Distinction,1,4
696,696,female,group C,associate's degree,standard,completed,75,82,90,1,2,3,1,1,Pass,1,1,1,247,82.33333333333334,Distinction,1,4
697,697,female,group A,bachelor's degree,standard,none,59,72,70,1,3,1,1,0,Pass,1,1,1,201,67.0,first,1,3
698,698,female,group D,associate's degree,standard,completed,57,78,79,1,4,3,1,1,Pass,1,1,1,214,71.33333333333334,first,1,3
699,699,male,group C,high school,free/reduced,none,66,66,59,0,2,4,2,0,Pass,1,1,1,191,63.66666666666667,first,1,3
700,700,female,group E,bachelor's degree,standard,completed,79,81,82,1,5,1,1,1,Pass,1,1,1,242,80.66666666666666,Distinction,1,4
701,701,female,group B,some high school,standard,none,57,67,72,1,1,5,1,0,Pass,1,1,1,196,65.33333333333333,first,1,3
702,702,male,group A,bachelor's degree,standard,completed,87,84,87,0,3,1,1,1,Pass,1,1,1,258,86.0,Distinction,1,4
703,703,female,group D,some college,standard,none,63,64,67,1,4,6,1,0,Pass,1,1,1,194,64.66666666666666,first,1,3
704,704,female,group B,some high school,free/reduced,completed,59,63,64,1,1,5,2,1,Pass,1,1,1,186,62.0,first,1,3
705,705,male,group A,bachelor's degree,free/reduced,none,62,72,65,0,3,1,2,0,Pass,1,1,1,199,66.33333333333333,first,1,3
706,706,male,group D,high school,standard,none,46,34,36,0,4,4,1,0,Fail,1,0,0,116,38.666666666666664,fail,0,0
707,707,male,group C,some college,standard,none,66,59,52,0,2,6,1,0,Pass,1,1,1,177,59.0,second,1,2
708,708,male,group D,high school,standard,none,89,87,79,0,4,4,1,0,Pass,1,1,1,255,85.0,Distinction,1,4
709,709,female,group D,associate's degree,free/reduced,completed,42,61,58,1,4,3,2,1,Pass,1,1,1,161,53.666666666666664,second,1,2
710,710,male,group C,some college,standard,completed,93,84,90,0,2,6,1,1,Pass,1,1,1,267,89.0,Distinction,1,4
711,711,female,group E,some high school,standard,completed,80,85,85,1,5,5,1,1,Pass,1,1,1,250,83.33333333333334,Distinction,1,4
712,712,female,group D,some college,standard,none,98,100,99,1,4,6,1,0,Pass,1,1,1,297,99.0,Distinction,1,4
713,713,male,group D,master's degree,standard,none,81,81,84,0,4,2,1,0,Pass,1,1,1,246,82.0,Distinction,1,4
714,714,female,group B,some high school,standard,completed,60,70,74,1,1,5,1,1,Pass,1,1,1,204,68.0,first,1,3
715,715,female,group B,associate's degree,free/reduced,completed,76,94,87,1,1,3,2,1,Pass,1,1,1,257,85.66666666666667,Distinction,1,4
716,716,male,group C,associate's degree,standard,completed,73,78,72,0,2,3,1,1,Pass,1,1,1,223,74.33333333333333,first,1,3
717,717,female,group C,associate's degree,standard,completed,96,96,99,1,2,3,1,1,Pass,1,1,1,291,97.0,Distinction,1,4
718,718,female,group C,high school,standard,none,76,76,74,1,2,4,1,0,Pass,1,1,1,226,75.33333333333333,first,1,3
719,719,male,group E,associate's degree,free/reduced,completed,91,73,80,0,5,3,2,1,Pass,1,1,1,244,81.33333333333333,Distinction,1,4
720,720,female,group C,some college,free/reduced,none,62,72,70,1,2,6,2,0,Pass,1,1,1,204,68.0,first,1,3
721,721,male,group D,some high school,free/reduced,completed,55,59,59,0,4,5,2,1,Pass,1,1,1,173,57.666666666666664,second,1,2
722,722,female,group B,some high school,free/reduced,completed,74,90,88,1,1,5,2,1,Pass,1,1,1,252,84.0,Distinction,1,4
723,723,male,group C,high school,standard,none,50,48,42,0,2,4,1,0,Pass,1,1,1,140,46.666666666666664,third,1,1
724,724,male,group B,some college,standard,none,47,43,41,0,1,6,1,0,Pass,1,1,1,131,43.666666666666664,third,1,1
725,725,male,group E,some college,standard,completed,81,74,71,0,5,6,1,1,Pass,1,1,1,226,75.33333333333333,first,1,3
726,726,female,group E,associate's degree,standard,completed,65,75,77,1,5,3,1,1,Pass,1,1,1,217,72.33333333333334,first,1,3
727,727,male,group E,some high school,standard,completed,68,51,57,0,5,5,1,1,Pass,1,1,1,176,58.666666666666664,second,1,2
728,728,female,group D,high school,free/reduced,none,73,92,84,1,4,4,2,0,Pass,1,1,1,249,83.0,Distinction,1,4
729,729,male,group C,some college,standard,none,53,39,37,0,2,6,1,0,Fail,1,0,0,129,43.0,fail,0,0
730,730,female,group B,associate's degree,free/reduced,completed,68,77,80,1,1,3,2,1,Pass,1,1,1,225,75.0,first,1,3
731,731,male,group A,some high school,free/reduced,none,55,46,43,0,3,5,2,0,Pass,1,1,1,144,48.0,third,1,1
732,732,female,group C,some college,standard,completed,87,89,94,1,2,6,1,1,Pass,1,1,1,270,90.0,Distinction,1,4
733,733,male,group D,some high school,standard,none,55,47,44,0,4,5,1,0,Pass,1,1,1,146,48.66666666666667,third,1,1
734,734,female,group E,some college,free/reduced,none,53,58,57,1,5,6,2,0,Pass,1,1,1,168,56.00000000000001,second,1,2
735,735,male,group C,master's degree,standard,none,67,57,59,0,2,2,1,0,Pass,1,1,1,183,61.0,first,1,3
736,736,male,group C,associate's degree,standard,none,92,79,84,0,2,3,1,0,Pass,1,1,1,255,85.0,Distinction,1,4
737,737,female,group B,some college,free/reduced,completed,53,66,73,1,1,6,2,1,Pass,1,1,1,192,64.0,first,1,3
738,738,male,group D,associate's degree,standard,none,81,71,73,0,4,3,1,0,Pass,1,1,1,225,75.0,first,1,3
739,739,male,group C,high school,free/reduced,none,61,60,55,0,2,4,2,0,Pass,1,1,1,176,58.666666666666664,second,1,2
740,740,male,group D,bachelor's degree,standard,none,80,73,72,0,4,1,1,0,Pass,1,1,1,225,75.0,first,1,3
741,741,female,group A,associate's degree,free/reduced,none,37,57,56,1,3,3,2,0,Fail,0,1,1,150,50.0,fail,0,0
742,742,female,group C,high school,standard,none,81,84,82,1,2,4,1,0,Pass,1,1,1,247,82.33333333333334,Distinction,1,4
743,743,female,group C,associate's degree,standard,completed,59,73,72,1,2,3,1,1,Pass,1,1,1,204,68.0,first,1,3
744,744,male,group B,some college,free/reduced,none,55,55,47,0,1,6,2,0,Pass,1,1,1,157,52.33333333333333,second,1,2
745,745,male,group D,associate's degree,standard,none,72,79,74,0,4,3,1,0,Pass,1,1,1,225,75.0,first,1,3
746,746,male,group D,high school,standard,none,69,75,71,0,4,4,1,0,Pass,1,1,1,215,71.66666666666667,first,1,3
747,747,male,group C,some college,standard,none,69,64,68,0,2,6,1,0,Pass,1,1,1,201,67.0,first,1,3
748,748,female,group C,bachelor's degree,free/reduced,none,50,60,59,1,2,1,2,0,Pass,1,1,1,169,56.333333333333336,second,1,2
749,749,male,group B,some college,standard,completed,87,84,86,0,1,6,1,1,Pass,1,1,1,257,85.66666666666667,Distinction,1,4
750,750,male,group D,some high school,standard,completed,71,69,68,0,4,5,1,1,Pass,1,1,1,208,69.33333333333334,first,1,3
751,751,male,group E,some college,standard,none,68,72,65,0,5,6,1,0,Pass,1,1,1,205,68.33333333333333,first,1,3
752,752,male,group C,master's degree,free/reduced,completed,79,77,75,0,2,2,2,1,Pass,1,1,1,231,77.0,first,1,3
753,753,female,group C,some high school,standard,completed,77,90,85,1,2,5,1,1,Pass,1,1,1,252,84.0,Distinction,1,4
754,754,male,group C,associate's degree,free/reduced,none,58,55,53,0,2,3,2,0,Pass,1,1,1,166,55.333333333333336,second,1,2
755,755,female,group E,associate's degree,standard,none,84,95,92,1,5,3,1,0,Pass,1,1,1,271,90.33333333333333,Distinction,1,4
756,756,male,group D,some college,standard,none,55,58,52,0,4,6,1,0,Pass,1,1,1,165,55.00000000000001,second,1,2
757,757,male,group E,bachelor's degree,free/reduced,completed,70,68,72,0,5,1,2,1,Pass,1,1,1,210,70.0,first,1,3
758,758,female,group D,some college,free/reduced,completed,52,59,65,1,4,6,2,1,Pass,1,1,1,176,58.666666666666664,second,1,2
759,759,male,group B,some college,standard,completed,69,77,77,0,1,6,1,1,Pass,1,1,1,223,74.33333333333333,first,1,3
760,760,female,group C,high school,free/reduced,none,53,72,64,1,2,4,2,0,Pass,1,1,1,189,63.0,first,1,3
761,761,female,group D,some high school,standard,none,48,58,54,1,4,5,1,0,Pass,1,1,1,160,53.333333333333336,second,1,2
762,762,male,group D,some high school,standard,completed,78,81,86,0,4,5,1,1,Pass,1,1,1,245,81.66666666666667,Distinction,1,4
763,763,female,group B,high school,standard,none,62,62,63,1,1,4,1,0,Pass,1,1,1,187,62.33333333333333,first,1,3
764,764,male,group D,some college,standard,none,60,63,59,0,4,6,1,0,Pass,1,1,1,182,60.66666666666667,first,1,3
765,765,female,group B,high school,standard,none,74,72,72,1,1,4,1,0,Pass,1,1,1,218,72.66666666666667,first,1,3
766,766,female,group C,high school,standard,completed,58,75,77,1,2,4,1,1,Pass,1,1,1,210,70.0,first,1,3
767,767,male,group B,high school,standard,completed,76,62,60,0,1,4,1,1,Pass,1,1,1,198,66.0,first,1,3
768,768,female,group D,some high school,standard,none,68,71,75,1,4,5,1,0,Pass,1,1,1,214,71.33333333333334,first,1,3
769,769,male,group A,some college,free/reduced,none,58,60,57,0,3,6,2,0,Pass,1,1,1,175,58.333333333333336,second,1,2
770,770,male,group B,high school,standard,none,52,48,49,0,1,4,1,0,Pass,1,1,1,149,49.666666666666664,third,1,1
771,771,male,group D,bachelor's degree,standard,none,75,73,74,0,4,1,1,0,Pass,1,1,1,222,74.0,first,1,3
772,772,female,group B,some high school,free/reduced,completed,52,67,72,1,1,5,2,1,Pass,1,1,1,191,63.66666666666667,first,1,3
773,773,female,group C,bachelor's degree,free/reduced,none,62,78,79,1,2,1,2,0,Pass,1,1,1,219,73.0,first,1,3
774,774,male,group B,some college,standard,none,66,65,60,0,1,6,1,0,Pass,1,1,1,191,63.66666666666667,first,1,3
775,775,female,group B,some high school,free/reduced,none,49,58,55,1,1,5,2,0,Pass,1,1,1,162,54.0,second,1,2
776,776,female,group B,high school,standard,none,66,72,70,1,1,4,1,0,Pass,1,1,1,208,69.33333333333334,first,1,3
777,777,female,group C,some college,free/reduced,none,35,44,43,1,2,6,2,0,Fail,0,1,1,122,40.666666666666664,fail,0,0
778,778,female,group A,some college,standard,completed,72,79,82,1,3,6,1,1,Pass,1,1,1,233,77.66666666666666,first,1,3
779,779,male,group E,associate's degree,standard,completed,94,85,82,0,5,3,1,1,Pass,1,1,1,261,87.0,Distinction,1,4
780,780,female,group D,associate's degree,free/reduced,none,46,56,57,1,4,3,2,0,Pass,1,1,1,159,53.0,second,1,2
781,781,female,group B,master's degree,standard,none,77,90,84,1,1,2,1,0,Pass,1,1,1,251,83.66666666666667,Distinction,1,4
782,782,female,group B,high school,free/reduced,completed,76,85,82,1,1,4,2,1,Pass,1,1,1,243,81.0,Distinction,1,4
783,783,female,group C,associate's degree,standard,completed,52,59,62,1,2,3,1,1,Pass,1,1,1,173,57.666666666666664,second,1,2
784,784,male,group C,bachelor's degree,standard,completed,91,81,79,0,2,1,1,1,Pass,1,1,1,251,83.66666666666667,Distinction,1,4
785,785,female,group B,some high school,standard,completed,32,51,44,1,1,5,1,1,Fail,0,1,1,127,42.333333333333336,fail,0,0
786,786,female,group E,some high school,free/reduced,none,72,79,77,1,5,5,2,0,Pass,1,1,1,228,76.0,first,1,3
787,787,female,group B,some college,standard,none,19,38,32,1,1,6,1,0,Fail,0,0,0,89,29.666666666666668,fail,0,0
788,788,male,group C,associate's degree,free/reduced,none,68,65,61,0,2,3,2,0,Pass,1,1,1,194,64.66666666666666,first,1,3
789,789,female,group C,master's degree,free/reduced,none,52,65,61,1,2,2,2,0,Pass,1,1,1,178,59.333333333333336,second,1,2
790,790,female,group B,high school,standard,none,48,62,60,1,1,4,1,0,Pass,1,1,1,170,56.666666666666664,second,1,2
791,791,female,group D,some college,free/reduced,none,60,66,70,1,4,6,2,0,Pass,1,1,1,196,65.33333333333333,first,1,3
792,792,male,group D,high school,free/reduced,none,66,74,69,0,4,4,2,0,Pass,1,1,1,209,69.66666666666667,first,1,3
793,793,male,group E,some high school,standard,completed,89,84,77,0,5,5,1,1,Pass,1,1,1,250,83.33333333333334,Distinction,1,4
794,794,female,group B,high school,standard,none,42,52,51,1,1,4,1,0,Pass,1,1,1,145,48.333333333333336,third,1,1
795,795,female,group E,associate's degree,free/reduced,completed,57,68,73,1,5,3,2,1,Pass,1,1,1,198,66.0,first,1,3
796,796,male,group D,high school,standard,none,70,70,70,0,4,4,1,0,Pass,1,1,1,210,70.0,first,1,3
797,797,female,group E,associate's degree,free/reduced,none,70,84,81,1,5,3,2,0,Pass,1,1,1,235,78.33333333333333,first,1,3
798,798,male,group E,some college,standard,none,69,60,54,0,5,6,1,0,Pass,1,1,1,183,61.0,first,1,3
799,799,female,group C,associate's degree,standard,none,52,55,57,1,2,3,1,0,Pass,1,1,1,164,54.666666666666664,second,1,2
800,800,male,group C,some high school,standard,completed,67,73,68,0,2,5,1,1,Pass,1,1,1,208,69.33333333333334,first,1,3
801,801,male,group C,some high school,standard,completed,76,80,73,0,2,5,1,1,Pass,1,1,1,229,76.33333333333333,first,1,3
802,802,female,group E,associate's degree,standard,none,87,94,95,1,5,3,1,0,Pass,1,1,1,276,92.0,Distinction,1,4
803,803,female,group B,some college,standard,none,82,85,87,1,1,6,1,0,Pass,1,1,1,254,84.66666666666667,Distinction,1,4
804,804,female,group C,some college,standard,none,73,76,78,1,2,6,1,0,Pass,1,1,1,227,75.66666666666667,first,1,3
805,805,male,group A,some college,free/reduced,none,75,81,74,0,3,6,2,0,Pass,1,1,1,230,76.66666666666667,first,1,3
806,806,female,group D,some college,free/reduced,none,64,74,75,1,4,6,2,0,Pass,1,1,1,213,71.0,first,1,3
807,807,female,group E,high school,free/reduced,none,41,45,40,1,5,4,2,0,Pass,1,1,1,126,42.0,fail,1,0
808,808,male,group C,high school,standard,none,90,75,69,0,2,4,1,0,Pass,1,1,1,234,78.0,first,1,3
809,809,male,group B,bachelor's degree,standard,none,59,54,51,0,1,1,1,0,Pass,1,1,1,164,54.666666666666664,second,1,2
810,810,male,group A,some high school,standard,none,51,31,36,0,3,5,1,0,Fail,1,0,0,118,39.33333333333333,fail,0,0
811,811,male,group A,high school,free/reduced,none,45,47,49,0,3,4,2,0,Pass,1,1,1,141,47.0,third,1,1
812,812,female,group C,master's degree,standard,completed,54,64,67,1,2,2,1,1,Pass,1,1,1,185,61.66666666666667,first,1,3
813,813,male,group E,some high school,standard,completed,87,84,76,0,5,5,1,1,Pass,1,1,1,247,82.33333333333334,Distinction,1,4
814,814,female,group C,high school,standard,none,72,80,83,1,2,4,1,0,Pass,1,1,1,235,78.33333333333333,first,1,3
815,815,male,group B,some high school,standard,completed,94,86,87,0,1,5,1,1,Pass,1,1,1,267,89.0,Distinction,1,4
816,816,female,group A,bachelor's degree,standard,none,45,59,64,1,3,1,1,0,Pass,1,1,1,168,56.00000000000001,second,1,2
817,817,male,group D,bachelor's degree,free/reduced,completed,61,70,76,0,4,1,2,1,Pass,1,1,1,207,69.0,first,1,3
818,818,female,group B,high school,free/reduced,none,60,72,68,1,1,4,2,0,Pass,1,1,1,200,66.66666666666666,first,1,3
819,819,female,group C,some high school,standard,none,77,91,88,1,2,5,1,0,Pass,1,1,1,256,85.33333333333334,Distinction,1,4
820,820,female,group A,some high school,standard,completed,85,90,92,1,3,5,1,1,Pass,1,1,1,267,89.0,Distinction,1,4
821,821,female,group D,bachelor's degree,free/reduced,none,78,90,93,1,4,1,2,0,Pass,1,1,1,261,87.0,Distinction,1,4
822,822,male,group E,some college,free/reduced,completed,49,52,51,0,5,6,2,1,Pass,1,1,1,152,50.66666666666667,second,1,2
823,823,female,group B,high school,free/reduced,none,71,87,82,1,1,4,2,0,Pass,1,1,1,240,80.0,Distinction,1,4
824,824,female,group C,some high school,free/reduced,none,48,58,52,1,2,5,2,0,Pass,1,1,1,158,52.666666666666664,second,1,2
825,825,male,group C,high school,standard,none,62,67,58,0,2,4,1,0,Pass,1,1,1,187,62.33333333333333,first,1,3
826,826,female,group C,associate's degree,free/reduced,completed,56,68,70,1,2,3,2,1,Pass,1,1,1,194,64.66666666666666,first,1,3
827,827,female,group C,some high school,standard,none,65,69,76,1,2,5,1,0,Pass,1,1,1,210,70.0,first,1,3
828,828,female,group D,some high school,free/reduced,completed,69,86,81,1,4,5,2,1,Pass,1,1,1,236,78.66666666666666,first,1,3
829,829,male,group B,some high school,standard,none,68,54,53,0,1,5,1,0,Pass,1,1,1,175,58.333333333333336,second,1,2
830,830,female,group A,some college,free/reduced,none,61,60,57,1,3,6,2,0,Pass,1,1,1,178,59.333333333333336,second,1,2
831,831,female,group C,bachelor's degree,free/reduced,completed,74,86,89,1,2,1,2,1,Pass,1,1,1,249,83.0,Distinction,1,4
832,832,male,group A,bachelor's degree,standard,none,64,60,58,0,3,1,1,0,Pass,1,1,1,182,60.66666666666667,first,1,3
833,833,female,group B,high school,standard,completed,77,82,89,1,1,4,1,1,Pass,1,1,1,248,82.66666666666667,Distinction,1,4
834,834,male,group B,some college,standard,none,58,50,45,0,1,6,1,0,Pass,1,1,1,153,51.0,second,1,2
835,835,female,group C,high school,standard,completed,60,64,74,1,2,4,1,1,Pass,1,1,1,198,66.0,first,1,3
836,836,male,group E,high school,standard,none,73,64,57,0,5,4,1,0,Pass,1,1,1,194,64.66666666666666,first,1,3
837,837,female,group A,high school,standard,completed,75,82,79,1,3,4,1,1,Pass,1,1,1,236,78.66666666666666,first,1,3
838,838,male,group B,associate's degree,free/reduced,completed,58,57,53,0,1,3,2,1,Pass,1,1,1,168,56.00000000000001,second,1,2
839,839,female,group C,associate's degree,standard,none,66,77,73,1,2,3,1,0,Pass,1,1,1,216,72.0,first,1,3
840,840,female,group D,high school,free/reduced,none,39,52,46,1,4,4,2,0,Fail,0,1,1,137,45.666666666666664,fail,0,0
841,841,male,group C,some high school,standard,none,64,58,51,0,2,5,1,0,Pass,1,1,1,173,57.666666666666664,second,1,2
842,842,female,group B,high school,free/reduced,completed,23,44,36,1,1,4,2,1,Fail,0,1,0,103,34.333333333333336,fail,0,0
843,843,male,group B,some college,free/reduced,completed,74,77,76,0,1,6,2,1,Pass,1,1,1,227,75.66666666666667,first,1,3
844,844,female,group D,some high school,free/reduced,completed,40,65,64,1,4,5,2,1,Pass,1,1,1,169,56.333333333333336,fail,1,0
845,845,male,group E,master's degree,standard,none,90,85,84,0,5,2,1,0,Pass,1,1,1,259,86.33333333333333,Distinction,1,4
846,846,male,group C,master's degree,standard,completed,91,85,85,0,2,2,1,1,Pass,1,1,1,261,87.0,Distinction,1,4
847,847,male,group D,high school,standard,none,64,54,50,0,4,4,1,0,Pass,1,1,1,168,56.00000000000001,second,1,2
848,848,female,group C,high school,standard,none,59,72,68,1,2,4,1,0,Pass,1,1,1,199,66.33333333333333,first,1,3
849,849,male,group D,associate's degree,standard,none,80,75,69,0,4,3,1,0,Pass,1,1,1,224,74.66666666666667,first,1,3
850,850,male,group C,master's degree,standard,none,71,67,67,0,2,2,1,0,Pass,1,1,1,205,68.33333333333333,first,1,3
851,851,female,group A,high school,standard,none,61,68,63,1,3,4,1,0,Pass,1,1,1,192,64.0,first,1,3
852,852,female,group E,some college,standard,none,87,85,93,1,5,6,1,0,Pass,1,1,1,265,88.33333333333333,Distinction,1,4
853,853,male,group E,some high school,standard,none,82,67,61,0,5,5,1,0,Pass,1,1,1,210,70.0,first,1,3
854,854,male,group C,some high school,standard,none,62,64,55,0,2,5,1,0,Pass,1,1,1,181,60.333333333333336,first,1,3
855,855,female,group B,bachelor's degree,standard,none,97,97,96,1,1,1,1,0,Pass,1,1,1,290,96.66666666666667,Distinction,1,4
856,856,male,group B,some college,free/reduced,none,75,68,65,0,1,6,2,0,Pass,1,1,1,208,69.33333333333334,first,1,3
857,857,female,group C,bachelor's degree,standard,none,65,79,81,1,2,1,1,0,Pass,1,1,1,225,75.0,first,1,3
858,858,male,group B,high school,standard,completed,52,49,46,0,1,4,1,1,Pass,1,1,1,147,49.0,third,1,1
859,859,male,group C,associate's degree,free/reduced,none,87,73,72,0,2,3,2,0,Pass,1,1,1,232,77.33333333333333,first,1,3
860,860,female,group C,associate's degree,standard,none,53,62,53,1,2,3,1,0,Pass,1,1,1,168,56.00000000000001,second,1,2
861,861,female,group E,master's degree,free/reduced,none,81,86,87,1,5,2,2,0,Pass,1,1,1,254,84.66666666666667,Distinction,1,4
862,862,male,group D,bachelor's degree,free/reduced,completed,39,42,38,0,4,1,2,1,Fail,0,1,0,119,39.666666666666664,fail,0,0
863,863,female,group C,some college,standard,completed,71,71,80,1,2,6,1,1,Pass,1,1,1,222,74.0,first,1,3
864,864,male,group C,associate's degree,standard,none,97,93,91,0,2,3,1,0,Pass,1,1,1,281,93.66666666666667,Distinction,1,4
865,865,male,group D,some college,standard,completed,82,82,88,0,4,6,1,1,Pass,1,1,1,252,84.0,Distinction,1,4
866,866,male,group C,high school,free/reduced,none,59,53,52,0,2,4,2,0,Pass,1,1,1,164,54.666666666666664,second,1,2
867,867,male,group B,associate's degree,standard,none,61,42,41,0,1,3,1,0,Pass,1,1,1,144,48.0,third,1,1
868,868,male,group E,associate's degree,free/reduced,completed,78,74,72,0,5,3,2,1,Pass,1,1,1,224,74.66666666666667,first,1,3
869,869,male,group C,associate's degree,free/reduced,none,49,51,51,0,2,3,2,0,Pass,1,1,1,151,50.33333333333333,second,1,2
870,870,male,group B,high school,standard,none,59,58,47,0,1,4,1,0,Pass,1,1,1,164,54.666666666666664,second,1,2
871,871,female,group C,some college,standard,completed,70,72,76,1,2,6,1,1,Pass,1,1,1,218,72.66666666666667,first,1,3
872,872,male,group B,associate's degree,standard,completed,82,84,78,0,1,3,1,1,Pass,1,1,1,244,81.33333333333333,Distinction,1,4
873,873,male,group E,associate's degree,free/reduced,none,90,90,82,0,5,3,2,0,Pass,1,1,1,262,87.33333333333333,Distinction,1,4
874,874,female,group C,bachelor's degree,free/reduced,none,43,62,61,1,2,1,2,0,Pass,1,1,1,166,55.333333333333336,second,1,2
875,875,male,group C,some college,free/reduced,none,80,64,66,0,2,6,2,0,Pass,1,1,1,210,70.0,first,1,3
876,876,male,group D,some college,standard,none,81,82,84,0,4,6,1,0,Pass,1,1,1,247,82.33333333333334,Distinction,1,4
877,877,male,group C,some high school,standard,none,57,61,54,0,2,5,1,0,Pass,1,1,1,172,57.333333333333336,second,1,2
878,878,female,group D,some high school,standard,none,59,72,80,1,4,5,1,0,Pass,1,1,1,211,70.33333333333334,first,1,3
879,879,female,group D,associate's degree,standard,none,64,76,74,1,4,3,1,0,Pass,1,1,1,214,71.33333333333334,first,1,3
880,880,male,group C,bachelor's degree,standard,completed,63,64,66,0,2,1,1,1,Pass,1,1,1,193,64.33333333333333,first,1,3
881,881,female,group E,bachelor's degree,standard,completed,71,70,70,1,5,1,1,1,Pass,1,1,1,211,70.33333333333334,first,1,3
882,882,female,group B,high school,free/reduced,none,64,73,71,1,1,4,2,0,Pass,1,1,1,208,69.33333333333334,first,1,3
883,883,male,group D,bachelor's degree,free/reduced,none,55,46,44,0,4,1,2,0,Pass,1,1,1,145,48.333333333333336,third,1,1
884,884,female,group E,associate's degree,standard,none,51,51,54,1,5,3,1,0,Pass,1,1,1,156,52.0,second,1,2
885,885,female,group C,associate's degree,standard,completed,62,76,80,1,2,3,1,1,Pass,1,1,1,218,72.66666666666667,first,1,3
886,886,female,group E,associate's degree,standard,completed,93,100,95,1,5,3,1,1,Pass,1,1,1,288,96.0,Distinction,1,4
887,887,male,group C,high school,free/reduced,none,54,72,59,0,2,4,2,0,Pass,1,1,1,185,61.66666666666667,first,1,3
888,888,female,group D,some college,free/reduced,none,69,65,74,1,4,6,2,0,Pass,1,1,1,208,69.33333333333334,first,1,3
889,889,male,group D,high school,free/reduced,none,44,51,48,0,4,4,2,0,Pass,1,1,1,143,47.66666666666667,third,1,1
890,890,female,group E,some college,standard,completed,86,85,91,1,5,6,1,1,Pass,1,1,1,262,87.33333333333333,Distinction,1,4
891,891,female,group E,associate's degree,standard,none,85,92,85,1,5,3,1,0,Pass,1,1,1,262,87.33333333333333,Distinction,1,4
892,892,female,group A,master's degree,free/reduced,none,50,67,73,1,3,2,2,0,Pass,1,1,1,190,63.33333333333333,first,1,3
893,893,male,group D,some high school,standard,completed,88,74,75,0,4,5,1,1,Pass,1,1,1,237,79.0,first,1,3
894,894,female,group E,associate's degree,standard,none,59,62,69,1,5,3,1,0,Pass,1,1,1,190,63.33333333333333,first,1,3
895,895,female,group E,some high school,free/reduced,none,32,34,38,1,5,5,2,0,Fail,0,0,0,104,34.66666666666667,fail,0,0
896,896,male,group B,high school,free/reduced,none,36,29,27,0,1,4,2,0,Fail,0,0,0,92,30.666666666666664,fail,0,0
897,897,female,group B,some high school,free/reduced,completed,63,78,79,1,1,5,2,1,Pass,1,1,1,220,73.33333333333333,first,1,3
898,898,male,group D,associate's degree,standard,completed,67,54,63,0,4,3,1,1,Pass,1,1,1,184,61.33333333333333,first,1,3
899,899,female,group D,some high school,standard,completed,65,78,82,1,4,5,1,1,Pass,1,1,1,225,75.0,first,1,3
900,900,male,group D,master's degree,standard,none,85,84,89,0,4,2,1,0,Pass,1,1,1,258,86.0,Distinction,1,4
